C-ZLFMONAT-0,C-ZLFE32-0,C-ZLFART-0,C-ZLFR63-0
200212,SZG,2,3
200301,VIE,1,1
200301,VIE,1,2
200301,VIE,1,3
200301,VIE,2,1
200301,VIE,2,2
200301,VIE,2,3
200301,GRZ,1,1
200301,GRZ,1,2
200301,GRZ,1,3
200301,GRZ,2,1
200301,GRZ,2,2
200301,GRZ,2,3
200301,INN,1,1
200301,INN,1,2
200301,INN,1,3
200301,INN,2,1
200301,INN,2,2
200301,INN,2,3
200301,KLU,1,1
200301,KLU,1,2
200301,KLU,2,1
200301,KLU,2,2
200301,KLU,2,3
200301,LNZ,1,1
200301,LNZ,1,2
200301,LNZ,1,3
200301,LNZ,2,1
200301,LNZ,2,2
200301,LNZ,2,3
200301,SZG,1,1
200301,SZG,1,2
200301,SZG,1,3
200301,SZG,2,1
200301,SZG,2,2
200301,SZG,2,3
200302,VIE,1,1
200302,VIE,1,2
200302,VIE,1,3
200302,VIE,2,1
200302,VIE,2,2
200302,VIE,2,3
200302,GRZ,1,1
200302,GRZ,1,2
200302,GRZ,1,3
200302,GRZ,2,1
200302,GRZ,2,2
200302,GRZ,2,3
200302,INN,1,1
200302,INN,1,2
200302,INN,2,1
200302,INN,2,2
200302,INN,2,3
200302,KLU,1,1
200302,KLU,1,2
200302,KLU,2,1
200302,KLU,2,2
200302,LNZ,1,1
200302,LNZ,1,2
200302,LNZ,1,3
200302,LNZ,2,1
200302,LNZ,2,2
200302,LNZ,2,3
200302,SZG,1,1
200302,SZG,1,2
200302,SZG,1,3
200302,SZG,2,1
200302,SZG,2,2
200302,SZG,2,3
200303,VIE,1,1
200303,VIE,1,2
200303,VIE,1,3
200303,VIE,2,1
200303,VIE,2,2
200303,VIE,2,3
200303,GRZ,1,1
200303,GRZ,1,2
200303,GRZ,1,3
200303,GRZ,2,1
200303,GRZ,2,2
200303,GRZ,2,3
200303,INN,1,1
200303,INN,1,2
200303,INN,1,3
200303,INN,2,1
200303,INN,2,2
200303,INN,2,3
200303,KLU,1,1
200303,KLU,1,2
200303,KLU,2,1
200303,KLU,2,2
200303,LNZ,1,1
200303,LNZ,1,2
200303,LNZ,1,3
200303,LNZ,2,1
200303,LNZ,2,2
200303,LNZ,2,3
200303,SZG,1,1
200303,SZG,1,2
200303,SZG,1,3
200303,SZG,2,1
200303,SZG,2,2
200303,SZG,2,3
200304,VIE,1,1
200304,VIE,1,2
200304,VIE,1,3
200304,VIE,2,1
200304,VIE,2,2
200304,VIE,2,3
200304,GRZ,1,1
200304,GRZ,1,2
200304,GRZ,1,3
200304,GRZ,2,1
200304,GRZ,2,2
200304,GRZ,2,3
200304,INN,1,1
200304,INN,1,2
200304,INN,1,3
200304,INN,2,1
200304,INN,2,2
200304,INN,2,3
200304,KLU,1,1
200304,KLU,1,2
200304,KLU,2,1
200304,KLU,2,2
200304,KLU,2,3
200304,LNZ,1,1
200304,LNZ,1,2
200304,LNZ,1,3
200304,LNZ,2,1
200304,LNZ,2,2
200304,LNZ,2,3
200304,SZG,1,1
200304,SZG,1,2
200304,SZG,1,3
200304,SZG,2,1
200304,SZG,2,2
200304,SZG,2,3
200305,VIE,1,1
200305,VIE,1,2
200305,VIE,1,3
200305,VIE,2,1
200305,VIE,2,2
200305,VIE,2,3
200305,GRZ,1,1
200305,GRZ,1,2
200305,GRZ,1,3
200305,GRZ,2,1
200305,GRZ,2,2
200305,GRZ,2,3
200305,INN,1,1
200305,INN,1,2
200305,INN,1,3
200305,INN,2,1
200305,INN,2,2
200305,INN,2,3
200305,KLU,1,1
200305,KLU,1,2
200305,KLU,2,1
200305,KLU,2,2
200305,KLU,2,3
200305,LNZ,1,1
200305,LNZ,1,2
200305,LNZ,1,3
200305,LNZ,2,1
200305,LNZ,2,2
200305,LNZ,2,3
200305,SZG,1,1
200305,SZG,1,2
200305,SZG,1,3
200305,SZG,2,1
200305,SZG,2,2
200305,SZG,2,3
200306,VIE,1,1
200306,VIE,1,2
200306,VIE,1,3
200306,VIE,2,1
200306,VIE,2,2
200306,VIE,2,3
200306,GRZ,1,1
200306,GRZ,1,2
200306,GRZ,1,3
200306,GRZ,2,1
200306,GRZ,2,2
200306,GRZ,2,3
200306,INN,1,1
200306,INN,1,2
200306,INN,1,3
200306,INN,2,1
200306,INN,2,2
200306,INN,2,3
200306,KLU,1,1
200306,KLU,1,2
200306,KLU,2,1
200306,KLU,2,2
200306,KLU,2,3
200306,LNZ,1,1
200306,LNZ,1,2
200306,LNZ,1,3
200306,LNZ,2,1
200306,LNZ,2,2
200306,LNZ,2,3
200306,SZG,1,1
200306,SZG,1,2
200306,SZG,1,3
200306,SZG,2,1
200306,SZG,2,2
200306,SZG,2,3
200307,VIE,1,1
200307,VIE,1,2
200307,VIE,1,3
200307,VIE,2,1
200307,VIE,2,2
200307,VIE,2,3
200307,GRZ,1,1
200307,GRZ,1,2
200307,GRZ,1,3
200307,GRZ,2,1
200307,GRZ,2,2
200307,GRZ,2,3
200307,INN,1,1
200307,INN,1,2
200307,INN,1,3
200307,INN,2,1
200307,INN,2,2
200307,INN,2,3
200307,KLU,1,1
200307,KLU,1,2
200307,KLU,2,1
200307,KLU,2,2
200307,KLU,2,3
200307,LNZ,1,1
200307,LNZ,1,2
200307,LNZ,1,3
200307,LNZ,2,1
200307,LNZ,2,2
200307,LNZ,2,3
200307,SZG,1,1
200307,SZG,1,2
200307,SZG,2,1
200307,SZG,2,2
200307,SZG,2,3
200308,VIE,1,1
200308,VIE,1,2
200308,VIE,1,3
200308,VIE,2,1
200308,VIE,2,2
200308,VIE,2,3
200308,GRZ,1,1
200308,GRZ,1,2
200308,GRZ,1,3
200308,GRZ,2,1
200308,GRZ,2,2
200308,GRZ,2,3
200308,INN,1,1
200308,INN,1,2
200308,INN,1,3
200308,INN,2,1
200308,INN,2,2
200308,INN,2,3
200308,KLU,1,1
200308,KLU,1,2
200308,KLU,2,1
200308,KLU,2,2
200308,KLU,2,3
200308,LNZ,1,1
200308,LNZ,1,2
200308,LNZ,1,3
200308,LNZ,2,1
200308,LNZ,2,2
200308,LNZ,2,3
200308,SZG,1,1
200308,SZG,1,2
200308,SZG,1,3
200308,SZG,2,1
200308,SZG,2,2
200308,SZG,2,3
200309,VIE,1,1
200309,VIE,1,2
200309,VIE,1,3
200309,VIE,2,1
200309,VIE,2,2
200309,VIE,2,3
200309,GRZ,1,1
200309,GRZ,1,2
200309,GRZ,1,3
200309,GRZ,2,1
200309,GRZ,2,2
200309,GRZ,2,3
200309,INN,1,1
200309,INN,1,2
200309,INN,1,3
200309,INN,2,1
200309,INN,2,2
200309,INN,2,3
200309,KLU,1,1
200309,KLU,1,2
200309,KLU,2,1
200309,KLU,2,2
200309,KLU,2,3
200309,LNZ,1,1
200309,LNZ,1,2
200309,LNZ,1,3
200309,LNZ,2,1
200309,LNZ,2,2
200309,LNZ,2,3
200309,SZG,1,1
200309,SZG,1,2
200309,SZG,1,3
200309,SZG,2,1
200309,SZG,2,2
200309,SZG,2,3
200310,VIE,1,1
200310,VIE,1,2
200310,VIE,1,3
200310,VIE,2,1
200310,VIE,2,2
200310,VIE,2,3
200310,GRZ,1,1
200310,GRZ,1,2
200310,GRZ,1,3
200310,GRZ,2,1
200310,GRZ,2,2
200310,GRZ,2,3
200310,INN,1,1
200310,INN,1,2
200310,INN,1,3
200310,INN,2,1
200310,INN,2,2
200310,INN,2,3
200310,KLU,1,1
200310,KLU,1,2
200310,KLU,1,3
200310,KLU,2,1
200310,KLU,2,2
200310,KLU,2,3
200310,LNZ,1,1
200310,LNZ,1,2
200310,LNZ,1,3
200310,LNZ,2,1
200310,LNZ,2,2
200310,LNZ,2,3
200310,SZG,1,1
200310,SZG,1,2
200310,SZG,1,3
200310,SZG,2,1
200310,SZG,2,2
200310,SZG,2,3
200311,VIE,1,1
200311,VIE,1,2
200311,VIE,1,3
200311,VIE,2,1
200311,VIE,2,2
200311,VIE,2,3
200311,GRZ,1,1
200311,GRZ,1,2
200311,GRZ,1,3
200311,GRZ,2,1
200311,GRZ,2,2
200311,GRZ,2,3
200311,INN,1,1
200311,INN,1,2
200311,INN,1,3
200311,INN,2,1
200311,INN,2,2
200311,INN,2,3
200311,KLU,1,1
200311,KLU,1,2
200311,KLU,2,1
200311,KLU,2,2
200311,LNZ,1,1
200311,LNZ,1,2
200311,LNZ,1,3
200311,LNZ,2,1
200311,LNZ,2,2
200311,LNZ,2,3
200311,SZG,1,1
200311,SZG,1,2
200311,SZG,1,3
200311,SZG,2,1
200311,SZG,2,2
200311,SZG,2,3
200312,VIE,1,1
200312,VIE,1,2
200312,VIE,1,3
200312,VIE,2,1
200312,VIE,2,2
200312,VIE,2,3
200312,GRZ,1,1
200312,GRZ,1,2
200312,GRZ,1,3
200312,GRZ,2,1
200312,GRZ,2,2
200312,GRZ,2,3
200312,INN,1,1
200312,INN,1,2
200312,INN,1,3
200312,INN,2,1
200312,INN,2,2
200312,KLU,1,1
200312,KLU,1,2
200312,KLU,2,1
200312,KLU,2,2
200312,LNZ,1,1
200312,LNZ,1,2
200312,LNZ,1,3
200312,LNZ,2,1
200312,LNZ,2,2
200312,LNZ,2,3
200312,SZG,1,1
200312,SZG,1,2
200312,SZG,1,3
200312,SZG,2,1
200312,SZG,2,2
200312,SZG,2,3
200401,VIE,1,1
200401,VIE,1,2
200401,VIE,1,3
200401,VIE,2,1
200401,VIE,2,2
200401,VIE,2,3
200401,GRZ,1,1
200401,GRZ,1,2
200401,GRZ,1,3
200401,GRZ,2,1
200401,GRZ,2,2
200401,GRZ,2,3
200401,INN,1,1
200401,INN,1,2
200401,INN,1,3
200401,INN,2,1
200401,INN,2,2
200401,INN,2,3
200401,KLU,1,1
200401,KLU,1,2
200401,KLU,2,1
200401,KLU,2,2
200401,LNZ,1,1
200401,LNZ,1,2
200401,LNZ,1,3
200401,LNZ,2,1
200401,LNZ,2,2
200401,LNZ,2,3
200401,SZG,1,1
200401,SZG,1,2
200401,SZG,1,3
200401,SZG,2,1
200401,SZG,2,2
200401,SZG,2,3
200402,VIE,1,1
200402,VIE,1,2
200402,VIE,1,3
200402,VIE,2,1
200402,VIE,2,2
200402,VIE,2,3
200402,GRZ,1,1
200402,GRZ,1,2
200402,GRZ,1,3
200402,GRZ,2,1
200402,GRZ,2,2
200402,GRZ,2,3
200402,INN,1,1
200402,INN,1,2
200402,INN,1,3
200402,INN,2,1
200402,INN,2,2
200402,KLU,1,1
200402,KLU,1,2
200402,KLU,2,1
200402,KLU,2,2
200402,KLU,2,3
200402,LNZ,1,1
200402,LNZ,1,2
200402,LNZ,1,3
200402,LNZ,2,1
200402,LNZ,2,2
200402,LNZ,2,3
200402,SZG,1,1
200402,SZG,1,2
200402,SZG,1,3
200402,SZG,2,1
200402,SZG,2,2
200402,SZG,2,3
200403,VIE,1,1
200403,VIE,1,2
200403,VIE,1,3
200403,VIE,2,1
200403,VIE,2,2
200403,VIE,2,3
200403,GRZ,1,1
200403,GRZ,1,2
200403,GRZ,1,3
200403,GRZ,2,1
200403,GRZ,2,2
200403,GRZ,2,3
200403,INN,1,1
200403,INN,1,2
200403,INN,1,3
200403,INN,2,1
200403,INN,2,2
200403,INN,2,3
200403,KLU,1,1
200403,KLU,1,2
200403,KLU,2,1
200403,KLU,2,2
200403,LNZ,1,1
200403,LNZ,1,2
200403,LNZ,1,3
200403,LNZ,2,1
200403,LNZ,2,2
200403,LNZ,2,3
200403,SZG,1,1
200403,SZG,1,2
200403,SZG,1,3
200403,SZG,2,1
200403,SZG,2,2
200403,SZG,2,3
200404,VIE,1,1
200404,VIE,1,2
200404,VIE,1,3
200404,VIE,2,1
200404,VIE,2,2
200404,VIE,2,3
200404,GRZ,1,1
200404,GRZ,1,2
200404,GRZ,1,3
200404,GRZ,2,1
200404,GRZ,2,2
200404,GRZ,2,3
200404,INN,1,1
200404,INN,1,2
200404,INN,1,3
200404,INN,2,1
200404,INN,2,2
200404,INN,2,3
200404,KLU,1,1
200404,KLU,1,2
200404,KLU,1,3
200404,KLU,2,1
200404,KLU,2,2
200404,KLU,2,3
200404,LNZ,1,1
200404,LNZ,1,2
200404,LNZ,1,3
200404,LNZ,2,1
200404,LNZ,2,2
200404,LNZ,2,3
200404,SZG,1,1
200404,SZG,1,2
200404,SZG,1,3
200404,SZG,2,1
200404,SZG,2,2
200404,SZG,2,3
200405,VIE,1,1
200405,VIE,1,2
200405,VIE,1,3
200405,VIE,2,1
200405,VIE,2,2
200405,VIE,2,3
200405,GRZ,1,1
200405,GRZ,1,2
200405,GRZ,1,3
200405,GRZ,2,1
200405,GRZ,2,2
200405,GRZ,2,3
200405,INN,1,1
200405,INN,1,2
200405,INN,1,3
200405,INN,2,1
200405,INN,2,2
200405,INN,2,3
200405,KLU,1,1
200405,KLU,1,2
200405,KLU,2,1
200405,KLU,2,2
200405,KLU,2,3
200405,LNZ,1,1
200405,LNZ,1,2
200405,LNZ,1,3
200405,LNZ,2,1
200405,LNZ,2,2
200405,LNZ,2,3
200405,SZG,1,1
200405,SZG,1,2
200405,SZG,1,3
200405,SZG,2,1
200405,SZG,2,2
200405,SZG,2,3
200406,VIE,1,1
200406,VIE,1,2
200406,VIE,1,3
200406,VIE,2,1
200406,VIE,2,2
200406,VIE,2,3
200406,GRZ,1,1
200406,GRZ,1,2
200406,GRZ,1,3
200406,GRZ,2,1
200406,GRZ,2,2
200406,GRZ,2,3
200406,INN,1,1
200406,INN,1,2
200406,INN,1,3
200406,INN,2,1
200406,INN,2,2
200406,INN,2,3
200406,KLU,1,1
200406,KLU,1,2
200406,KLU,2,1
200406,KLU,2,2
200406,KLU,2,3
200406,LNZ,1,1
200406,LNZ,1,2
200406,LNZ,1,3
200406,LNZ,2,1
200406,LNZ,2,2
200406,LNZ,2,3
200406,SZG,1,1
200406,SZG,1,2
200406,SZG,1,3
200406,SZG,2,1
200406,SZG,2,2
200406,SZG,2,3
200407,VIE,1,1
200407,VIE,1,2
200407,VIE,1,3
200407,VIE,2,1
200407,VIE,2,2
200407,VIE,2,3
200407,GRZ,1,1
200407,GRZ,1,2
200407,GRZ,1,3
200407,GRZ,2,1
200407,GRZ,2,2
200407,GRZ,2,3
200407,INN,1,1
200407,INN,1,2
200407,INN,1,3
200407,INN,2,1
200407,INN,2,2
200407,INN,2,3
200407,KLU,1,1
200407,KLU,1,2
200407,KLU,2,1
200407,KLU,2,2
200407,KLU,2,3
200407,LNZ,1,1
200407,LNZ,1,2
200407,LNZ,1,3
200407,LNZ,2,1
200407,LNZ,2,2
200407,LNZ,2,3
200407,SZG,1,1
200407,SZG,1,2
200407,SZG,1,3
200407,SZG,2,1
200407,SZG,2,2
200407,SZG,2,3
200408,VIE,1,1
200408,VIE,1,2
200408,VIE,1,3
200408,VIE,2,1
200408,VIE,2,2
200408,VIE,2,3
200408,GRZ,1,1
200408,GRZ,1,2
200408,GRZ,1,3
200408,GRZ,2,1
200408,GRZ,2,2
200408,GRZ,2,3
200408,INN,1,1
200408,INN,1,2
200408,INN,1,3
200408,INN,2,1
200408,INN,2,2
200408,INN,2,3
200408,KLU,1,1
200408,KLU,1,2
200408,KLU,2,1
200408,KLU,2,2
200408,KLU,2,3
200408,LNZ,1,1
200408,LNZ,1,2
200408,LNZ,1,3
200408,LNZ,2,1
200408,LNZ,2,2
200408,LNZ,2,3
200408,SZG,1,1
200408,SZG,1,2
200408,SZG,1,3
200408,SZG,2,1
200408,SZG,2,2
200408,SZG,2,3
200409,VIE,1,1
200409,VIE,1,2
200409,VIE,1,3
200409,VIE,2,1
200409,VIE,2,2
200409,VIE,2,3
200409,GRZ,1,1
200409,GRZ,1,2
200409,GRZ,1,3
200409,GRZ,2,1
200409,GRZ,2,2
200409,GRZ,2,3
200409,INN,1,1
200409,INN,1,2
200409,INN,1,3
200409,INN,2,1
200409,INN,2,2
200409,INN,2,3
200409,KLU,1,1
200409,KLU,1,2
200409,KLU,2,1
200409,KLU,2,2
200409,KLU,2,3
200409,LNZ,1,1
200409,LNZ,1,2
200409,LNZ,1,3
200409,LNZ,2,1
200409,LNZ,2,2
200409,LNZ,2,3
200409,SZG,1,1
200409,SZG,1,2
200409,SZG,1,3
200409,SZG,2,1
200409,SZG,2,2
200409,SZG,2,3
200410,VIE,1,1
200410,VIE,1,2
200410,VIE,1,3
200410,VIE,2,1
200410,VIE,2,2
200410,VIE,2,3
200410,GRZ,1,1
200410,GRZ,1,2
200410,GRZ,1,3
200410,GRZ,2,1
200410,GRZ,2,2
200410,GRZ,2,3
200410,INN,1,1
200410,INN,1,2
200410,INN,1,3
200410,INN,2,1
200410,INN,2,2
200410,INN,2,3
200410,KLU,1,1
200410,KLU,1,2
200410,KLU,2,1
200410,KLU,2,2
200410,KLU,2,3
200410,LNZ,1,1
200410,LNZ,1,2
200410,LNZ,1,3
200410,LNZ,2,1
200410,LNZ,2,2
200410,LNZ,2,3
200410,SZG,1,1
200410,SZG,1,2
200410,SZG,1,3
200410,SZG,2,1
200410,SZG,2,2
200410,SZG,2,3
200411,VIE,1,1
200411,VIE,1,2
200411,VIE,1,3
200411,VIE,2,1
200411,VIE,2,2
200411,VIE,2,3
200411,GRZ,1,1
200411,GRZ,1,2
200411,GRZ,1,3
200411,GRZ,2,1
200411,GRZ,2,2
200411,GRZ,2,3
200411,INN,1,1
200411,INN,1,2
200411,INN,1,3
200411,INN,2,1
200411,INN,2,2
200411,INN,2,3
200411,KLU,1,1
200411,KLU,1,2
200411,KLU,2,1
200411,KLU,2,2
200411,KLU,2,3
200411,LNZ,1,1
200411,LNZ,1,2
200411,LNZ,1,3
200411,LNZ,2,1
200411,LNZ,2,2
200411,LNZ,2,3
200411,SZG,1,1
200411,SZG,1,2
200411,SZG,1,3
200411,SZG,2,1
200411,SZG,2,2
200411,SZG,2,3
200412,VIE,1,1
200412,VIE,1,2
200412,VIE,1,3
200412,VIE,2,1
200412,VIE,2,2
200412,VIE,2,3
200412,GRZ,1,1
200412,GRZ,1,2
200412,GRZ,1,3
200412,GRZ,2,1
200412,GRZ,2,2
200412,GRZ,2,3
200412,INN,1,1
200412,INN,1,2
200412,INN,1,3
200412,INN,2,1
200412,INN,2,2
200412,KLU,1,1
200412,KLU,1,2
200412,KLU,2,1
200412,KLU,2,2
200412,LNZ,1,1
200412,LNZ,1,2
200412,LNZ,1,3
200412,LNZ,2,1
200412,LNZ,2,2
200412,SZG,1,1
200412,SZG,1,2
200412,SZG,1,3
200412,SZG,2,1
200412,SZG,2,2
200412,SZG,2,3
200501,VIE,1,1
200501,VIE,1,2
200501,VIE,1,3
200501,VIE,2,1
200501,VIE,2,2
200501,VIE,2,3
200501,GRZ,1,1
200501,GRZ,1,2
200501,GRZ,1,3
200501,GRZ,2,1
200501,GRZ,2,2
200501,GRZ,2,3
200501,INN,1,1
200501,INN,1,2
200501,INN,1,3
200501,INN,2,1
200501,INN,2,2
200501,INN,2,3
200501,KLU,1,1
200501,KLU,1,2
200501,KLU,2,1
200501,KLU,2,2
200501,KLU,2,3
200501,LNZ,1,1
200501,LNZ,1,2
200501,LNZ,1,3
200501,LNZ,2,1
200501,LNZ,2,2
200501,LNZ,2,3
200501,SZG,1,1
200501,SZG,1,2
200501,SZG,1,3
200501,SZG,2,1
200501,SZG,2,2
200501,SZG,2,3
200502,VIE,1,1
200502,VIE,1,2
200502,VIE,1,3
200502,VIE,2,1
200502,VIE,2,2
200502,VIE,2,3
200502,GRZ,1,1
200502,GRZ,1,2
200502,GRZ,1,3
200502,GRZ,2,1
200502,GRZ,2,2
200502,GRZ,2,3
200502,INN,1,1
200502,INN,1,2
200502,INN,1,3
200502,INN,2,1
200502,INN,2,2
200502,KLU,1,1
200502,KLU,1,2
200502,KLU,2,1
200502,KLU,2,2
200502,LNZ,1,1
200502,LNZ,1,2
200502,LNZ,1,3
200502,LNZ,2,1
200502,LNZ,2,2
200502,LNZ,2,3
200502,SZG,1,1
200502,SZG,1,2
200502,SZG,1,3
200502,SZG,2,1
200502,SZG,2,2
200502,SZG,2,3
200503,VIE,1,1
200503,VIE,1,2
200503,VIE,1,3
200503,VIE,2,1
200503,VIE,2,2
200503,VIE,2,3
200503,GRZ,1,1
200503,GRZ,1,2
200503,GRZ,1,3
200503,GRZ,2,1
200503,GRZ,2,2
200503,GRZ,2,3
200503,INN,1,1
200503,INN,1,2
200503,INN,1,3
200503,INN,2,1
200503,INN,2,2
200503,INN,2,3
200503,KLU,1,1
200503,KLU,1,2
200503,KLU,2,1
200503,KLU,2,2
200503,KLU,2,3
200503,LNZ,1,1
200503,LNZ,1,2
200503,LNZ,1,3
200503,LNZ,2,1
200503,LNZ,2,2
200503,LNZ,2,3
200503,SZG,1,1
200503,SZG,1,2
200503,SZG,1,3
200503,SZG,2,1
200503,SZG,2,2
200503,SZG,2,3
200504,VIE,1,1
200504,VIE,1,2
200504,VIE,1,3
200504,VIE,2,1
200504,VIE,2,2
200504,VIE,2,3
200504,GRZ,1,1
200504,GRZ,1,2
200504,GRZ,2,1
200504,GRZ,2,2
200504,GRZ,2,3
200504,INN,1,1
200504,INN,1,2
200504,INN,1,3
200504,INN,2,1
200504,INN,2,2
200504,INN,2,3
200504,KLU,1,1
200504,KLU,1,2
200504,KLU,2,1
200504,KLU,2,2
200504,KLU,2,3
200504,LNZ,1,1
200504,LNZ,1,2
200504,LNZ,1,3
200504,LNZ,2,1
200504,LNZ,2,2
200504,LNZ,2,3
200504,SZG,1,1
200504,SZG,1,2
200504,SZG,1,3
200504,SZG,2,1
200504,SZG,2,2
200504,SZG,2,3
200505,VIE,1,1
200505,VIE,1,2
200505,VIE,1,3
200505,VIE,2,1
200505,VIE,2,2
200505,VIE,2,3
200505,GRZ,1,1
200505,GRZ,1,2
200505,GRZ,1,3
200505,GRZ,2,1
200505,GRZ,2,2
200505,GRZ,2,3
200505,INN,1,1
200505,INN,1,2
200505,INN,1,3
200505,INN,2,1
200505,INN,2,2
200505,INN,2,3
200505,KLU,1,1
200505,KLU,1,2
200505,KLU,1,3
200505,KLU,2,1
200505,KLU,2,2
200505,KLU,2,3
200505,LNZ,1,1
200505,LNZ,1,2
200505,LNZ,1,3
200505,LNZ,2,1
200505,LNZ,2,2
200505,LNZ,2,3
200505,SZG,1,1
200505,SZG,1,2
200505,SZG,1,3
200505,SZG,2,1
200505,SZG,2,2
200505,SZG,2,3
200506,VIE,1,1
200506,VIE,1,2
200506,VIE,1,3
200506,VIE,2,1
200506,VIE,2,2
200506,VIE,2,3
200506,GRZ,1,1
200506,GRZ,1,2
200506,GRZ,1,3
200506,GRZ,2,1
200506,GRZ,2,2
200506,GRZ,2,3
200506,INN,1,1
200506,INN,1,2
200506,INN,1,3
200506,INN,2,1
200506,INN,2,2
200506,INN,2,3
200506,KLU,1,1
200506,KLU,1,2
200506,KLU,2,1
200506,KLU,2,2
200506,KLU,2,3
200506,LNZ,1,1
200506,LNZ,1,2
200506,LNZ,1,3
200506,LNZ,2,1
200506,LNZ,2,2
200506,LNZ,2,3
200506,SZG,1,1
200506,SZG,1,2
200506,SZG,1,3
200506,SZG,2,1
200506,SZG,2,2
200506,SZG,2,3
200507,VIE,1,1
200507,VIE,1,2
200507,VIE,1,3
200507,VIE,2,1
200507,VIE,2,2
200507,VIE,2,3
200507,GRZ,1,1
200507,GRZ,1,2
200507,GRZ,1,3
200507,GRZ,2,1
200507,GRZ,2,2
200507,GRZ,2,3
200507,INN,1,1
200507,INN,1,2
200507,INN,1,3
200507,INN,2,1
200507,INN,2,2
200507,INN,2,3
200507,KLU,1,1
200507,KLU,1,2
200507,KLU,2,1
200507,KLU,2,2
200507,KLU,2,3
200507,LNZ,1,1
200507,LNZ,1,2
200507,LNZ,1,3
200507,LNZ,2,1
200507,LNZ,2,2
200507,LNZ,2,3
200507,SZG,1,1
200507,SZG,1,2
200507,SZG,1,3
200507,SZG,2,1
200507,SZG,2,2
200507,SZG,2,3
200508,VIE,1,1
200508,VIE,1,2
200508,VIE,1,3
200508,VIE,2,1
200508,VIE,2,2
200508,VIE,2,3
200508,GRZ,1,1
200508,GRZ,1,2
200508,GRZ,1,3
200508,GRZ,2,1
200508,GRZ,2,2
200508,GRZ,2,3
200508,INN,1,1
200508,INN,1,2
200508,INN,1,3
200508,INN,2,1
200508,INN,2,2
200508,INN,2,3
200508,KLU,1,1
200508,KLU,1,2
200508,KLU,1,3
200508,KLU,2,1
200508,KLU,2,2
200508,KLU,2,3
200508,LNZ,1,1
200508,LNZ,1,2
200508,LNZ,1,3
200508,LNZ,2,1
200508,LNZ,2,2
200508,LNZ,2,3
200508,SZG,1,1
200508,SZG,1,2
200508,SZG,1,3
200508,SZG,2,1
200508,SZG,2,2
200508,SZG,2,3
200509,VIE,1,1
200509,VIE,1,2
200509,VIE,1,3
200509,VIE,2,1
200509,VIE,2,2
200509,VIE,2,3
200509,GRZ,1,1
200509,GRZ,1,2
200509,GRZ,1,3
200509,GRZ,2,1
200509,GRZ,2,2
200509,GRZ,2,3
200509,INN,1,1
200509,INN,1,2
200509,INN,1,3
200509,INN,2,1
200509,INN,2,2
200509,INN,2,3
200509,KLU,1,1
200509,KLU,1,2
200509,KLU,1,3
200509,KLU,2,1
200509,KLU,2,2
200509,KLU,2,3
200509,LNZ,1,1
200509,LNZ,1,2
200509,LNZ,1,3
200509,LNZ,2,1
200509,LNZ,2,2
200509,LNZ,2,3
200509,SZG,1,1
200509,SZG,1,2
200509,SZG,1,3
200509,SZG,2,1
200509,SZG,2,2
200509,SZG,2,3
200510,VIE,1,1
200510,VIE,1,2
200510,VIE,1,3
200510,VIE,2,1
200510,VIE,2,2
200510,VIE,2,3
200510,GRZ,1,1
200510,GRZ,1,2
200510,GRZ,1,3
200510,GRZ,2,1
200510,GRZ,2,2
200510,GRZ,2,3
200510,INN,1,1
200510,INN,1,2
200510,INN,1,3
200510,INN,2,1
200510,INN,2,2
200510,INN,2,3
200510,KLU,1,1
200510,KLU,1,2
200510,KLU,1,3
200510,KLU,2,1
200510,KLU,2,2
200510,LNZ,1,1
200510,LNZ,1,2
200510,LNZ,1,3
200510,LNZ,2,1
200510,LNZ,2,2
200510,LNZ,2,3
200510,SZG,1,1
200510,SZG,1,2
200510,SZG,1,3
200510,SZG,2,1
200510,SZG,2,2
200510,SZG,2,3
200511,VIE,1,1
200511,VIE,1,2
200511,VIE,1,3
200511,VIE,2,1
200511,VIE,2,2
200511,VIE,2,3
200511,GRZ,1,1
200511,GRZ,1,2
200511,GRZ,1,3
200511,GRZ,2,1
200511,GRZ,2,2
200511,GRZ,2,3
200511,INN,1,1
200511,INN,1,2
200511,INN,1,3
200511,INN,2,1
200511,INN,2,2
200511,INN,2,3
200511,KLU,1,1
200511,KLU,1,2
200511,KLU,2,1
200511,KLU,2,2
200511,LNZ,1,1
200511,LNZ,1,2
200511,LNZ,1,3
200511,LNZ,2,1
200511,LNZ,2,2
200511,LNZ,2,3
200511,SZG,1,1
200511,SZG,1,2
200511,SZG,1,3
200511,SZG,2,1
200511,SZG,2,2
200511,SZG,2,3
200512,VIE,1,1
200512,VIE,1,2
200512,VIE,1,3
200512,VIE,2,1
200512,VIE,2,2
200512,VIE,2,3
200512,GRZ,1,1
200512,GRZ,1,2
200512,GRZ,1,3
200512,GRZ,2,1
200512,GRZ,2,2
200512,GRZ,2,3
200512,INN,1,1
200512,INN,1,2
200512,INN,1,3
200512,INN,2,1
200512,INN,2,2
200512,INN,2,3
200512,KLU,1,1
200512,KLU,1,2
200512,KLU,2,1
200512,KLU,2,2
200512,KLU,2,3
200512,LNZ,1,1
200512,LNZ,1,2
200512,LNZ,1,3
200512,LNZ,2,1
200512,LNZ,2,2
200512,LNZ,2,3
200512,SZG,1,1
200512,SZG,1,2
200512,SZG,1,3
200512,SZG,2,1
200512,SZG,2,2
